case,problem,cores,single_makespan,makespan,pick_makespan,speedup,added_copy_bytes,spill_added_copy_bytes,cache_hit_rate,subgraphs,predicted,params,eval_file,solve_seconds,eval_seconds
case_012,1,2,59088,29676,29676,1.9911,111328,0,,5,26846.166666666668,"('A', 0.1, 64, 1.0)",results_all/eval/case_012_p1_n2.json,2.3,0.8
case_012,1,3,59088,23536,23536,2.5105,19584,0,,3,17599.699999999997,"('A', 1.0, 16, 2.0)",results_all/eval/case_012_p1_n3.json,2.2,1.1
case_012,1,4,59088,16451,16451,3.5918,91712,0,,7,13572.0,"('A', 0.25, 16, 2.0)",results_all/eval/case_012_p1_n4.json,2.1,1.1
case_012,1,5,59088,15200,15200,3.8874,25344,0,,5,11987.233333333334,"('A', 1.0, 16, 2.0)",results_all/eval/case_012_p1_n5.json,2.5,1.0
case_012,2,1,59088,53373,53373,1.0,0,0,,42,53361.166666666664,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_012_p2_n1.json,1.8,0.9
case_012,2,2,59088,25105,25105,2.3536,60120,0,,70,25167.966666666667,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_012_p2_n2.json,1.7,1.0
case_012,2,3,59088,17875,17875,3.3056,88498,0,,105,17169.13333333333,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_012_p2_n3.json,1.9,0.7
case_012,2,4,59088,14794,14794,3.9941,172710,0,,107,13770.300000000001,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_012_p2_n4.json,1.4,0.7
case_012,2,5,59088,13067,13067,4.5219,84704,0,,77,11917.099999999999,"('B', 0.25, 64, 8.0)",results_all/eval/case_012_p2_n5.json,2.1,0.8
case_012,3,1,59088,53373,53373,1.0,0,0,0.0,42,53361.166666666664,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_012_p3_n1.json,1.7,0.8
case_012,3,2,59088,25105,25105,2.3536,60120,0,0.08155041305045409,70,25167.966666666667,p2_plan,results_all/eval/case_012_p3_n2.json,2.4,0.8
case_012,3,3,59088,17845,17845,3.3112,88498,0,0.09275314373249237,105,17169.13333333333,p2_plan,results_all/eval/case_012_p3_n3.json,2.3,0.9
case_012,3,4,59088,14010,14010,4.2176,215374,0,0.24348035586268496,107,13448.633333333333,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_012_p3_n4.json,2.2,1.6
case_012,3,5,59088,12058,12058,4.9003,129396,0,0.1612029674972554,77,11360.400000000001,"('C', 0.25, 16, 8.0)",results_all/eval/case_012_p3_n5.json,2.1,0.7
case_013,1,1,263949,263949,263949,1.0,0,0,,1,263946.4,"('A', 0.25, 16, 2.0)",results/single/case_013_single.json,2.9,0.0
case_013,1,2,263949,132198,132198,1.9966,8192,0,,2,132363.46666666665,"('A', 0.25, 16, 2.0)",results_all/eval/case_013_p1_n2.json,3.5,3.6
case_013,1,3,263949,88351,88351,2.9875,16384,0,,3,88684.53333333333,"('A', 0.25, 16, 2.0)",results_all/eval/case_013_p1_n3.json,3.1,3.1
case_013,1,4,263949,66982,66982,3.9406,24576,0,,4,66971.46666666666,"('A', 0.25, 16, 2.0)",results_all/eval/case_013_p1_n4.json,3.5,2.4
case_013,1,5,263949,54363,54363,4.8553,32768,0,,5,54025.33333333333,"('A', 1.0, 16, 0.0)",results_all/eval/case_013_p1_n5.json,3.3,2.1
case_013,2,1,263949,263949,263949,1.0,0,0,,41,263946.4,"('B', 0.1, 16, 8.0)",results_all/eval/case_013_p2_n1.json,3.6,1.6
case_013,2,2,263949,132198,132198,1.9966,8192,0,,82,132363.46666666665,"('B', 0.1, 16, 1.0)",results_all/eval/case_013_p2_n2.json,2.5,1.8
case_013,2,3,263949,88351,88351,2.9875,16384,0,,123,88684.53333333333,"('B', 0.1, 16, 1.0)",results_all/eval/case_013_p2_n3.json,2.5,1.4
case_013,2,4,263949,66982,66982,3.9406,24576,0,,246,66971.46666666666,"('B', 0.1, 16, 1.0)",results_all/eval/case_013_p2_n4.json,2.7,1.3
case_013,2,5,263949,54363,54363,4.8553,32768,0,,246,54025.33333333333,"('B', 1.0, 64, 0.0)",results_all/eval/case_013_p2_n5.json,3.6,1.5
case_013,3,1,263949,263949,263949,1.0,0,0,0.0,41,263946.4,"('C', 0.1, 64, 4.0)",results_all/eval/case_013_p3_n1.json,2.9,1.6
case_013,3,2,263949,132198,132198,1.9966,8192,0,0.0,82,132363.46666666665,"('C', 0.1, 64, 4.0)",results_all/eval/case_013_p3_n2.json,2.5,1.8
case_013,3,3,263949,88351,88351,2.9875,16384,0,0.0,123,88582.13333333333,"('C', 0.1, 64, 4.0)",results_all/eval/case_013_p3_n3.json,2.6,1.6
case_013,3,4,263949,66982,66982,3.9406,24576,0,0.0,246,66971.46666666666,"('C', 0.1, 64, 4.0)",results_all/eval/case_013_p3_n4.json,3.2,1.6
case_013,3,5,263949,54363,54363,4.8553,32768,0,0.0,246,53834.399999999994,"('C', 0.1, 64, 4.0)",results_all/eval/case_013_p3_n5.json,3.3,1.5
case_014,1,1,17698626,17577962,17577962,1.0,67474176,34934016,,16,17293843.01813888,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_014_p1_n1.json,56.6,96.9
case_014,1,2,17698626,8805065,8805065,2.0101,76706520,16437120,,35,8695439.190902673,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_014_p1_n2.json,50.7,105.5
case_014,1,3,17698626,5919498,5919498,2.9899,93393552,7796736,,52,5813071.59445803,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_014_p1_n3.json,53.3,117.0
case_014,1,4,17698626,4495680,4495680,3.9368,97869480,4323840,,69,4404346.853742072,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_014_p1_n4.json,77.4,130.9
case_014,1,5,17698626,3763131,3763131,4.7032,108936720,6610104,,80,3587955.3419705387,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_014_p1_n5.json,60.0,138.5
case_014,2,1,17698626,17640341,17640341,1.0,60450816,60450816,,41,17314348.129296355,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_014_p2_n1.json,49.8,112.3
case_014,2,2,17698626,8758879,8758879,2.0206,60184920,52399872,,204,8769694.631764708,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_014_p2_n2.json,52.5,72.6
case_014,2,3,17698626,5851713,5851713,3.0245,63802080,48785664,,235,5960517.84392473,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_014_p2_n3.json,54.0,60.6
case_014,2,4,17698626,4389721,4389721,4.0318,65051592,43368960,,309,4571239.979497382,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_014_p2_n4.json,58.3,44.5
case_014,2,5,17698626,3539388,3539388,5.0005,64961856,38447232,,386,3743004.236197251,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_014_p2_n5.json,46.1,40.7
case_014,3,1,17698626,17597421,17597421,1.0,60450816,60450816,0.21703615596879805,41,17314348.129296355,"('C', 0.1, 64, 4.0, None, 'mc')",results_all/eval/case_014_p3_n1.json,50.0,103.4
case_014,3,2,17698626,8757228,8757228,2.021,60424536,52731648,0.3386253583889498,212,8762831.625333723,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_014_p3_n2.json,47.5,71.2
case_014,3,3,17698626,5830699,5830699,3.0354,65040048,49936128,0.4105066096885651,240,5950194.540844962,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_014_p3_n3.json,48.0,53.6
case_014,3,4,17698626,4385218,4385218,4.036,67285512,45488640,0.43526665861045255,308,4554469.988813764,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_014_p3_n4.json,52.4,46.8
case_014,3,5,17698626,3514781,3514781,5.0355,69558816,41857152,0.47438664111225237,367,3724248.4980622786,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_014_p3_n5.json,51.4,46.3
case_015,1,1,177362,177362,177362,1.0,180256,180256,,1,170341.5482761853,"('A', 0.1, 64, 1.0)",results/single/case_015_single.json,2.1,0.0
case_015,1,2,177362,92229,92229,1.9231,208144,98320,,2,86276.21737237716,"('A', 1.0, 16, 2.0)",results_all/eval/case_015_p1_n2.json,2.7,1.0
case_015,1,3,177362,64487,64487,2.7504,252416,32768,,3,59159.780055844785,"('A', 1.0, 16, 2.0)",results_all/eval/case_015_p1_n3.json,2.4,1.4
case_015,1,4,177362,54124,54124,3.277,324864,0,,4,46745.866666666676,"('A', 1.0, 16, 2.0)",results_all/eval/case_015_p1_n4.json,2.2,1.0
case_015,1,5,177362,45499,45499,3.8982,451072,16384,,5,39695.091832858925,"('A', 1.0, 16, 0.0)",results_all/eval/case_015_p1_n5.json,2.4,1.2
case_015,2,1,177362,169081,169081,1.0,425992,425992,,34,168265.472533463,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_015_p2_n1.json,2.3,0.8
case_015,2,2,177362,89092,89092,1.9908,920356,32768,,93,70655.0437110864,"('B', 0.1, 64, 8.0)",results_all/eval/case_015_p2_n2.json,1.5,0.6
case_015,2,3,177362,56719,56719,3.127,1063726,8198,,101,51245.90591284103,"('B', 0.1, 64, 8.0)",results_all/eval/case_015_p2_n3.json,2.0,0.8
case_015,2,4,177362,53485,53485,3.3161,1313224,0,,131,41882.53333333334,"('B', 0.1, 16, 8.0)",results_all/eval/case_015_p2_n4.json,1.7,0.8
case_015,2,5,177362,44340,44340,4.0,434688,0,,45,39510.466666666674,"('B', 1.0, 64, 0.0)",results_all/eval/case_015_p2_n5.json,2.6,0.7
case_015,3,1,177362,169081,169081,1.0,425992,425992,0.0,34,168265.472533463,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_015_p3_n1.json,2.3,0.9
case_015,3,2,177362,88638,88638,2.001,920356,32768,0.06928773881554953,93,70655.0437110864,p2_plan,results_all/eval/case_015_p3_n2.json,2.3,1.0
case_015,3,3,177362,55965,55965,3.1692,1063726,8198,0.13755748728883058,101,51245.90591284103,p2_plan,results_all/eval/case_015_p3_n3.json,2.1,0.7
case_015,3,4,177362,50152,50152,3.5365,1676876,16384,0.291127870274438,135,39109.81424340089,"('C', 0.1, 16, 1.0)",results_all/eval/case_015_p3_n4.json,2.2,1.0
case_015,3,5,177362,44113,44819,4.0206,434688,0,0.15563725675993237,45,39510.466666666674,p2_plan,results_all/eval/case_015_p3_n5.json,2.2,1.9
case_016,1,1,7715523,7715523,7715523,1.0,0,0,,1,7715521.166666666,"('A', 0.25, 16, 2.0)",results/single/case_016_single.json,21.5,0.0
case_016,1,2,7715523,7592380,7592380,1.0162,18481626,0,,48,7573998.200000011,"('A', 0.1, 1024, 2.0, 8)",results_all/eval/case_016_p1_n2.json,100.9,12.2
case_016,1,3,7715523,7459772,7459772,1.0343,38700760,0,,176,7398917.2,"('A', 0.25, 1024, 2.0, 16)",results_all/eval/case_016_p1_n3.json,103.1,16.4
case_016,1,4,7715523,7459772,7459772,1.0343,38700760,0,,176,7398917.2,prev_n3,results_all/eval/case_016_p1_n4.json,116.9,13.4
case_016,1,5,7715523,7459772,7459772,1.0343,38700760,0,,176,7398917.2,prev_n4,results_all/eval/case_016_p1_n5.json,118.1,13.2
case_016,2,1,7715523,7715523,7715523,1.0,0,0,,44,7715521.166666666,"('B', 0.1, 16, 8.0)",results_all/eval/case_016_p2_n1.json,20.3,26.6
case_016,2,2,7715523,4572505,4572505,1.6874,82060210,80544350,,3982,4584760.728956727,"('B', 1.0, 4096, 0.0)",results_all/eval/case_016_p2_n2.json,109.7,25.5
case_016,2,3,7715523,2878670,2878670,2.6802,13408,1216,,4874,2878141.2572658095,"('B', 0.1, 4096, 8.0)",results_all/eval/case_016_p2_n3.json,100.9,19.1
case_016,2,4,7715523,2238988,2238988,3.446,14628,0,,5179,2239408.266666727,"('B', 0.1, 4096, 8.0)",results_all/eval/case_016_p2_n4.json,101.3,18.1
case_016,2,5,7715523,2117853,2117853,3.6431,15844,0,,4875,2118980.90000003,"('B', 0.1, 4096, 8.0)",results_all/eval/case_016_p2_n5.json,109.1,18.6
case_016,3,1,7715523,7715523,7715523,1.0,0,0,0.0,44,7715521.166666666,"('C', 0.1, 64, 4.0)",results_all/eval/case_016_p3_n1.json,24.3,25.6
case_016,3,2,7715523,4560045,4560045,1.692,81142712,80216672,0.008771695403401879,3971,4573037.085947445,"('C', 1.0, 4096, 0.0)",results_all/eval/case_016_p3_n2.json,101.6,23.3
case_016,3,3,7715523,2878670,2885557,2.6802,13408,1216,0.004553988734869971,4874,2878141.2572658095,p2_plan,results_all/eval/case_016_p3_n3.json,116.8,42.0
case_016,3,4,7715523,2238988,2242630,3.446,14628,0,0.0030359773300377,5179,2239408.266666727,p2_plan,results_all/eval/case_016_p3_n4.json,127.0,39.9
case_016,3,5,7715523,2117853,2117853,3.6431,15844,0,0.004547063604046488,4875,2118980.90000003,"('C', 0.1, 4096, 4.0)",results_all/eval/case_016_p3_n5.json,128.8,17.4
case_017,1,1,162810,162810,162810,1.0,22528,22528,,1,158848.3755658474,"('A', 0.25, 16, 2.0)",results/single/case_017_single.json,1.6,0.0
case_017,1,2,162810,83860,83860,1.9415,81792,0,,2,79835.86666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_017_p1_n2.json,1.8,1.3
case_017,1,3,162810,64632,64632,2.519,169344,0,,3,49996.86666666667,"('A', 0.25, 16, 1.0)",results_all/eval/case_017_p1_n3.json,2.1,2.1
case_017,1,4,162810,43394,43394,3.7519,239616,0,,4,41800.26666666666,"('A', 0.25, 16, 4.0)",results_all/eval/case_017_p1_n4.json,1.9,1.3
case_017,1,5,162810,39198,39198,4.1535,331776,0,,5,33811.86666666667,"('A', 0.25, 16, 1.0)",results_all/eval/case_017_p1_n5.json,2.5,1.7
case_017,2,1,162810,162850,162850,1.0,0,0,,42,158816.86666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_017_p2_n1.json,1.8,1.4
case_017,2,2,162810,83024,83024,1.961,81792,0,,47,79835.86666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_017_p2_n2.json,1.5,1.1
case_017,2,3,162810,51243,51243,3.1772,427066,0,,98,49832.833333333336,"('B', 0.1, 64, 2.0)",results_all/eval/case_017_p2_n3.json,1.8,1.6
case_017,2,4,162810,37981,37981,4.2866,532942,0,,114,35945.26666666667,"('B', 0.1, 64, 2.0)",results_all/eval/case_017_p2_n4.json,2.1,0.9
case_017,2,5,162810,31553,31553,5.1599,636000,0,,132,29829.666666666668,"('B', 0.1, 64, 2.0)",results_all/eval/case_017_p2_n5.json,1.8,1.0
case_017,3,1,162810,162850,162850,1.0,0,0,0.0,42,158816.86666666667,"('C', 0.1, 64, 4.0)",results_all/eval/case_017_p3_n1.json,1.7,1.1
case_017,3,2,162810,81384,81384,2.0005,81792,0,0.013071598774537615,47,79835.86666666667,"('C', 0.1, 64, 4.0)",results_all/eval/case_017_p3_n2.json,2.0,0.9
case_017,3,3,162810,50083,50083,3.2508,493502,0,0.2726635433383376,101,49616.833333333336,"('C', 0.1, 64, 4.0)",results_all/eval/case_017_p3_n3.json,2.3,1.0
case_017,3,4,162810,37831,37831,4.3036,553566,0,0.2541594939586852,108,35592.366666666676,"('C', 0.1, 64, 4.0)",results_all/eval/case_017_p3_n4.json,3.8,1.6
case_017,3,5,162810,31553,31553,5.1599,636000,0,0.2506079468983238,132,29829.666666666668,p2_plan,results_all/eval/case_017_p3_n5.json,5.0,1.5
case_018,1,1,1004367,1004367,1004367,1.0,1970176,1970176,,1,986335.7447114281,single,results/single/case_018_single.json,4.0,0.0
case_018,1,2,1004367,503225,503225,1.9959,5612544,0,,8,506392.33333333326,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_018_p1_n2.json,3.5,2.7
case_018,1,3,1004367,339476,339476,2.9586,6989824,0,,15,341212.99999999994,"('A', 0.1, 16, 2.0, 4, 'mc')",results_all/eval/case_018_p1_n3.json,4.2,3.1
case_018,1,4,1004367,259264,259264,3.8739,7732224,0,,20,259740.2333333333,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_018_p1_n4.json,4.2,3.3
case_018,1,5,1004367,213728,213728,4.6993,8366464,0,,25,209475.86666666664,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_018_p1_n5.json,4.6,2.5
case_018,2,1,1004367,1004367,1004367,1.0,1970176,1970176,,1,986335.7447114281,single,results_all/eval/case_018_p2_n1.json,3.4,1.3
case_018,2,2,1004367,508954,508954,1.9734,2667520,1454080,,79,507963.0990398042,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_018_p2_n2.json,3.0,1.8
case_018,2,3,1004367,337999,337999,2.9715,3758080,1122304,,108,336700.40573139786,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_018_p2_n3.json,3.4,2.3
case_018,2,4,1004367,252954,252954,3.9706,3550208,442368,,113,253433.22931193278,"('B', 0.1, 64, 8.0)",results_all/eval/case_018_p2_n4.json,3.5,1.9
case_018,2,5,1004367,207185,207185,4.8477,3408512,36864,,118,203213.10968742555,"('B', 0.1, 64, 8.0)",results_all/eval/case_018_p2_n5.json,4.0,1.9
case_018,3,1,1004367,1003110,1003110,1.0,1970176,1970176,0.34375031576536474,1,986335.7447114281,single,results_all/eval/case_018_p3_n1.json,3.2,1.5
case_018,3,2,1004367,507065,507065,1.9807,2667520,1454080,0.4712531328557034,79,507963.0990398042,p2_plan,results_all/eval/case_018_p3_n2.json,3.5,1.9
case_018,3,3,1004367,337699,337699,2.9741,3926016,1298432,0.4896392996221361,109,335219.53244635824,"('C', 0.1, 64, 4.0, None, 'mc')",results_all/eval/case_018_p3_n3.json,3.6,2.0
case_018,3,4,1004367,252703,252703,3.9745,3550208,442368,0.4832318811570094,113,253433.22931193278,p2_plan,results_all/eval/case_018_p3_n4.json,3.6,2.3
case_018,3,5,1004367,203862,203862,4.9267,3408512,36864,0.5194705436783411,118,203213.10968742555,p2_plan,results_all/eval/case_018_p3_n5.json,3.7,2.0
case_019,1,1,81144,81144,81144,1.0,0,0,,1,77851.0,"('A', 1.0, 16, 2.0)",results/single/case_019_single.json,1.1,0.0
case_019,1,2,81144,40365,40365,2.0103,103200,0,,4,38700.23333333333,"('A', 0.1, 64, 1.0)",results_all/eval/case_019_p1_n2.json,1.1,0.5
case_019,1,3,81144,30511,30511,2.6595,456480,0,,11,26095.600000000002,"('A', 0.1, 64, 1.0)",results_all/eval/case_019_p1_n3.json,1.3,0.5
case_019,1,4,81144,21976,21976,3.6924,456384,0,,13,19299.533333333336,"('A', 0.1, 64, 1.0)",results_all/eval/case_019_p1_n4.json,1.2,0.5
case_019,1,5,81144,18193,18193,4.4602,519776,0,,17,16129.433333333332,"('A', 0.1, 64, 1.0)",results_all/eval/case_019_p1_n5.json,1.0,0.4
case_019,2,1,81144,77852,77852,1.0,0,0,,27,77851.0,"('B', 1.0, 64, 0.0)",results_all/eval/case_019_p2_n1.json,0.7,0.4
case_019,2,2,81144,36119,36119,2.2466,155424,0,,84,36040.6,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_019_p2_n2.json,1.0,0.5
case_019,2,3,81144,21639,21639,3.7499,279744,0,,151,21454.266666666663,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_019_p2_n3.json,1.2,0.4
case_019,2,4,81144,17207,17207,4.7158,270400,0,,164,16928.13333333333,"('B', 0.1, 64, 2.0)",results_all/eval/case_019_p2_n4.json,1.0,0.4
case_019,2,5,81144,14315,14315,5.6685,314304,0,,163,13790.166666666666,"('B', 0.1, 64, 2.0)",results_all/eval/case_019_p2_n5.json,0.9,0.5
case_019,3,1,81144,77852,77852,1.0,0,0,0.0,27,77851.0,"('C', 1.0, 64, 0.0)",results_all/eval/case_019_p3_n1.json,1.0,0.4
case_019,3,2,81144,36119,36119,2.2466,155424,0,0.16969386156103536,84,36040.6,p2_plan,results_all/eval/case_019_p3_n2.json,0.7,0.4
case_019,3,3,81144,21639,21639,3.7499,279744,0,0.2123470710943226,151,21454.266666666663,p2_plan,results_all/eval/case_019_p3_n3.json,1.0,0.3
case_019,3,4,81144,16986,16986,4.7771,307552,0,0.3073200979943684,164,16646.13333333333,"('C', 0.1, 64, 2.0)",results_all/eval/case_019_p3_n4.json,0.8,0.3
case_019,3,5,81144,13953,13953,5.8155,314304,0,0.29157433546833417,163,13790.166666666666,p2_plan,results_all/eval/case_019_p3_n5.json,0.8,0.3
case_020,1,1,532746,532746,532746,1.0,0,0,,1,532744.5333333333,"('A', 0.25, 16, 2.0)",results/single/case_020_single.json,7.9,0.0
case_020,1,2,532746,266580,266580,1.9984,0,0,,2,266508.8,"('A', 0.25, 16, 2.0)",results_all/eval/case_020_p1_n2.json,7.6,14.4
case_020,1,3,532746,177950,177950,2.9938,0,0,,3,177809.06666666665,"('A', 0.25, 16, 2.0)",results_all/eval/case_020_p1_n3.json,7.3,10.7
case_020,1,4,532746,133704,133704,3.9845,0,0,,4,133493.3333333333,"('A', 0.25, 16, 2.0)",results_all/eval/case_020_p1_n4.json,7.9,7.4
case_020,1,5,532746,107650,107650,4.9489,0,0,,5,107440.79999999999,"('A', 0.25, 16, 2.0)",results_all/eval/case_020_p1_n5.json,8.0,7.3
case_020,2,1,532746,532746,532746,1.0,0,0,,42,532744.5333333333,"('B', 0.1, 16, 8.0)",results_all/eval/case_020_p2_n1.json,8.2,5.5
case_020,2,2,532746,266580,266580,1.9984,0,0,,88,266508.8,"('B', 0.1, 16, 8.0)",results_all/eval/case_020_p2_n2.json,7.3,4.0
case_020,2,3,532746,177950,177950,2.9938,0,0,,144,177809.06666666665,"('B', 0.1, 16, 8.0)",results_all/eval/case_020_p2_n3.json,7.5,3.6
case_020,2,4,532746,133704,133704,3.9845,0,0,,240,133493.3333333333,"('B', 0.1, 16, 8.0)",results_all/eval/case_020_p2_n4.json,7.8,3.5
case_020,2,5,532746,107650,107650,4.9489,0,0,,288,107440.79999999999,"('B', 0.1, 16, 8.0)",results_all/eval/case_020_p2_n5.json,7.6,3.1
case_020,3,1,532746,532746,532746,1.0,0,0,0.0,42,532744.5333333333,"('C', 0.1, 64, 4.0)",results_all/eval/case_020_p3_n1.json,8.5,5.4
case_020,3,2,532746,266580,266580,1.9984,0,0,0.0,88,266508.8,"('C', 0.1, 64, 4.0)",results_all/eval/case_020_p3_n2.json,8.1,4.0
case_020,3,3,532746,177950,177950,2.9938,0,0,0.0,144,177809.06666666665,"('C', 0.1, 64, 4.0)",results_all/eval/case_020_p3_n3.json,8.4,3.6
case_020,3,4,532746,133704,133704,3.9845,0,0,0.0,240,133493.3333333333,"('C', 0.1, 64, 4.0)",results_all/eval/case_020_p3_n4.json,9.2,3.7
case_020,3,5,532746,107650,107650,4.9489,0,0,0.0,288,107440.79999999999,"('C', 0.1, 64, 4.0)",results_all/eval/case_020_p3_n5.json,8.9,3.5
case_021,1,1,6567937,6567937,6567937,1.0,4501504,4501504,,1,6195090.898710436,"('A', 0.25, 16, 2.0)",results/single/case_021_single.json,5.7,0.0
case_021,1,2,6567937,3194570,3194570,2.056,3174400,1638400,,2,3102604.9390095966,"('A', 0.25, 16, 2.0)",results_all/eval/case_021_p1_n2.json,5.5,9.7
case_021,1,3,6567937,2132763,2132763,3.0795,4493312,909312,,3,2096391.0604412844,"('A', 1.0, 64, 8.0)",results_all/eval/case_021_p1_n3.json,5.9,11.0
case_021,1,4,6567937,1550324,1550324,4.2365,4608000,0,,4,1561991.4666666668,"('A', 0.25, 16, 2.0)",results_all/eval/case_021_p1_n4.json,6.1,4.0
case_021,1,5,6567937,1247375,1247375,5.2654,7510016,188416,,5,1257200.30810314,"('A', 1.0, 64, 8.0)",results_all/eval/case_021_p1_n5.json,6.4,11.1
case_021,2,1,6567937,6567937,6567937,1.0,4501504,4501504,,40,6195090.898710436,"('B', 0.1, 16, 8.0)",results_all/eval/case_021_p2_n1.json,4.2,3.1
case_021,2,2,6567937,3194570,3194570,2.056,3174400,1638400,,80,3102604.9390095966,"('B', 0.1, 16, 8.0)",results_all/eval/case_021_p2_n2.json,4.1,2.4
case_021,2,3,6567937,2132763,2132763,3.0795,4493312,909312,,80,2096391.0604412844,"('B', 0.1, 16, 8.0)",results_all/eval/case_021_p2_n3.json,4.9,2.3
case_021,2,4,6567937,1550324,1550324,4.2365,4608000,0,,80,1561991.4666666668,"('B', 0.1, 16, 8.0)",results_all/eval/case_021_p2_n4.json,4.7,2.0
case_021,2,5,6567937,1247375,1247375,5.2654,7510016,188416,,80,1257200.30810314,"('B', 0.1, 16, 8.0)",results_all/eval/case_021_p2_n5.json,4.7,2.4
case_021,3,1,6567937,6558837,6558837,1.0,4501504,4501504,0.5005973715651135,40,6195090.898710436,"('C', 0.1, 64, 4.0)",results_all/eval/case_021_p3_n1.json,4.9,3.1
case_021,3,2,6567937,3193634,3193634,2.0566,3174400,1638400,0.21777777777777776,80,3102345.2848942163,"('C', 0.1, 64, 4.0)",results_all/eval/case_021_p3_n2.json,4.5,2.6
case_021,3,3,6567937,2131983,2131983,3.0807,4493312,909312,0.5499401913875598,80,2096391.0604412844,p2_plan,results_all/eval/case_021_p3_n3.json,5.1,2.5
case_021,3,4,6567937,1550324,1550324,4.2365,4608000,0,0.0,80,1555984.0,"('C', 0.1, 64, 4.0)",results_all/eval/case_021_p3_n4.json,5.1,2.2
case_021,3,5,6567937,1246901,1249059,5.2674,7510016,188416,0.6211334855719327,80,1257200.30810314,p2_plan,results_all/eval/case_021_p3_n5.json,5.3,5.3
case_022,1,1,56780,56780,56780,1.0,0,0,,1,56636.166666666664,"('A', 0.25, 16, 2.0, None, 'blc')",results/single/case_022_single.json,5.0,0.0
case_022,1,2,56780,28489,28489,1.993,6912,0,,2,28463.766666666666,"('A', 0.25, 16, 2.0)",results_all/eval/case_022_p1_n2.json,2.6,1.5
case_022,1,3,56780,19057,19057,2.9795,6912,0,,3,19214.766666666666,"('A', 1.0, 64, 8.0)",results_all/eval/case_022_p1_n3.json,2.8,1.6
